Bacteria1,Bacteria2,Distance
C. difficile,G Streptococcus,0.2087
C. difficile,Salmonella enterica,0.2603
C. difficile,Shigella dysenteriae,0.27
C. difficile,Staphylococcus lugdunensis,0.1936
C. difficile,Staphylococcus saprophyticus,0.1895
C. difficile,Chlamydophila pneumoniae,0.2827
C. difficile,Mycoplasma pneumoniae,0.2757
C. difficile,Gardnerella vaginalis,0.2317
C. difficile,Campylobacter spp,0.2568
C. difficile,Legionella pneumophila,0.2445
C. difficile,Clostridium septicum,0.2018
C. difficile,Clostridium perfringens,0.1932
C. difficile,C. trachomatis,0.2842
C. difficile,Prevotella bivia,0.2462
C. difficile,Streptococcus pyogenes,0.2058
C. difficile,Neisseria meningitidis,0.2484
C. difficile,S. ParatyphiA,0.2603
C. difficile,S.Typhi,0.2603
C. difficile,Klebsiella pneumoniae,0.2656
C. difficile,E. coli,0.2652
C. difficile,Neisseria gonorrhoeae,0.2507
C. difficile,Staphylococcus aureus,0.193
C. difficile,Brucella melitensis,0.2053
C. difficile,Brucella abortus,0.2049
C. difficile,Moraxella catarrhalis,0.2536
C. difficile,Haemophilus influenzae,0.2531
C. difficile,Streptococcus pneumoniae,0.2078
C. difficile,V. cholerae,0.2464
Staphylococcus epidermidis,Staphylococcus epidermidis,0
Staphylococcus epidermidis,Enterobacter agglomerans,0.2531
Staphylococcus epidermidis,Enterobacter gergoviae,0.241
Staphylococcus epidermidis,Mycobacterium fortuitum,0.2192
Staphylococcus epidermidis,M. abscessus,0.2172
Staphylococcus epidermidis,Staphylococcus intermedius,0.1784
Staphylococcus epidermidis,Streptococcus constellatus,0.1611
Staphylococcus epidermidis,Streptococcus anginosus,0.1611
Staphylococcus epidermidis,Streptobacillus moniliformis,0.2485
Staphylococcus epidermidis,Spirillum minus,0.2485
Staphylococcus epidermidis,Capnocytophaga canimorsus,0.1951
Staphylococcus epidermidis,Pasteurella multocida,0.2605
Staphylococcus epidermidis,Ureaplasma urealyticum,0.2623
Staphylococcus epidermidis,Cutibacterium acnes,0.23
Staphylococcus epidermidis,Listeria monocytogenes,0.1399
Staphylococcus epidermidis,Enterococcus faecium,0.171
Staphylococcus epidermidis,Stenotrophomonas maltophilia,0.251
Staphylococcus epidermidis,Enterobacter aerogenes,0.2392
Staphylococcus epidermidis,E. cloacae,0.2572
Staphylococcus epidermidis,Acinetobacter baumannii,0.2367
Staphylococcus epidermidis,Streptococcus hemolyticus,0.1673
Staphylococcus epidermidis,Proteus mirabilis,0.2544
Staphylococcus epidermidis,Burkholderia pseudomallei,0.2587
Staphylococcus epidermidis,C. difficile,0.1944
Staphylococcus epidermidis,Pseudomonas aeruginosa,0.2424
Staphylococcus epidermidis,Streptococcus agalactiae,0.182
Staphylococcus epidermidis,Morganella morganii,0.274
Staphylococcus epidermidis,Kingella kingae,0.2392
Staphylococcus epidermidis,Eikenella corrodens,0.2367
Staphylococcus epidermidis,Cardiobacterium hominis,0.2414
Staphylococcus epidermidis,Aggregatibacter actinomycetemcomitans,0.263
Staphylococcus epidermidis,Haemophilus parainfluenzae,0.259
Staphylococcus epidermidis,Enterococcus faecalis,0.1636
Staphylococcus epidermidis,G Streptococcus,0.1583
Staphylococcus epidermidis,Salmonella enterica,0.2439
Staphylococcus epidermidis,Shigella dysenteriae,0.2533
Staphylococcus epidermidis,Staphylococcus lugdunensis,0.1987
Staphylococcus epidermidis,Staphylococcus saprophyticus,0.1971
Staphylococcus epidermidis,Chlamydophila pneumoniae,0.2822
Staphylococcus epidermidis,Mycoplasma pneumoniae,0.2612
Staphylococcus epidermidis,Gardnerella vaginalis,0.2409
Staphylococcus epidermidis,Campylobacter spp,0.2558
Staphylococcus epidermidis,Legionella pneumophila,0.2408
Staphylococcus epidermidis,Clostridium septicum,0.2014
Staphylococcus epidermidis,Clostridium perfringens,0.2048
Staphylococcus epidermidis,C. trachomatis,0.2809
Staphylococcus epidermidis,Prevotella bivia,0.2723
Staphylococcus epidermidis,Streptococcus pyogenes,0.1673
Staphylococcus epidermidis,Neisseria meningitidis,0.2432
Staphylococcus epidermidis,S. ParatyphiA,0.2439
Staphylococcus epidermidis,S.Typhi,0.2439
Staphylococcus epidermidis,Klebsiella pneumoniae,0.2354
Staphylococcus epidermidis,E. coli,0.2539
Staphylococcus epidermidis,Neisseria gonorrhoeae,0.2463
Staphylococcus epidermidis,Staphylococcus aureus,0.2017
Staphylococcus epidermidis,Brucella melitensis,0.2196
Staphylococcus epidermidis,Brucella abortus,0.2194
Staphylococcus epidermidis,Moraxella catarrhalis,0.2427
Staphylococcus epidermidis,Haemophilus influenzae,0.2483
Staphylococcus epidermidis,Streptococcus pneumoniae,0.1623
Staphylococcus epidermidis,V. cholerae,0.2382
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0
Pseudomonas aeruginosa,Enterobacter agglomerans,0.2082
Pseudomonas aeruginosa,Enterobacter gergoviae,0.2321
Pseudomonas aeruginosa,Mycobacterium fortuitum,0.2563
Pseudomonas aeruginosa,M. abscessus,0.2671
Pseudomonas aeruginosa,Staphylococcus intermedius,0.2362
Pseudomonas aeruginosa,Streptococcus constellatus,0.2508
Pseudomonas aeruginosa,Streptococcus anginosus,0.2519
Pseudomonas aeruginosa,Streptobacillus moniliformis,0.2667
Pseudomonas aeruginosa,Spirillum minus,0.2667
Pseudomonas aeruginosa,Capnocytophaga canimorsus,0.2456
Pseudomonas aeruginosa,Pasteurella multocida,0.1826
Pseudomonas aeruginosa,Ureaplasma urealyticum,0.2839
Pseudomonas aeruginosa,Cutibacterium acnes,0.2433
Pseudomonas aeruginosa,Listeria monocytogenes,0.242
Pseudomonas aeruginosa,Enterococcus faecium,0.2472
Pseudomonas aeruginosa,Stenotrophomonas maltophilia,0.2406
Pseudomonas aeruginosa,Enterobacter aerogenes,0.2154
Pseudomonas aeruginosa,E. cloacae,0.2068
Pseudomonas aeruginosa,Acinetobacter baumannii,0.1308
Pseudomonas aeruginosa,Streptococcus hemolyticus,0.2319
Pseudomonas aeruginosa,Proteus mirabilis,0.1487
Pseudomonas aeruginosa,Burkholderia pseudomallei,0.2497
Pseudomonas aeruginosa,C. difficile,0.2523
Pseudomonas aeruginosa,Staphylococcus epidermidis,0.2424
Pseudomonas aeruginosa,Streptococcus agalactiae,0.2493
Pseudomonas aeruginosa,Morganella morganii,0.1814
Pseudomonas aeruginosa,Kingella kingae,0.1782
Pseudomonas aeruginosa,Eikenella corrodens,0.2058
Pseudomonas aeruginosa,Cardiobacterium hominis,0.205
Pseudomonas aeruginosa,Aggregatibacter actinomycetemcomitans,0.1719
Pseudomonas aeruginosa,Haemophilus parainfluenzae,0.159
Pseudomonas aeruginosa,Enterococcus faecalis,0.2488
Pseudomonas aeruginosa,G Streptococcus,0.2327
Pseudomonas aeruginosa,Salmonella enterica,0.215
Pseudomonas aeruginosa,Shigella dysenteriae,0.2125
Pseudomonas aeruginosa,Staphylococcus lugdunensis,0.238
Pseudomonas aeruginosa,Staphylococcus saprophyticus,0.2434
Pseudomonas aeruginosa,Chlamydophila pneumoniae,0.2872
Pseudomonas aeruginosa,Mycoplasma pneumoniae,0.2911
Pseudomonas aeruginosa,Gardnerella vaginalis,0.2456
Pseudomonas aeruginosa,Campylobacter spp,0.2467
Pseudomonas aeruginosa,Legionella pneumophila,0.1597
Pseudomonas aeruginosa,Clostridium septicum,0.2496
Pseudomonas aeruginosa,Clostridium perfringens,0.2522
Pseudomonas aeruginosa,C. trachomatis,0.2694
Pseudomonas aeruginosa,Prevotella bivia,0.258
Pseudomonas aeruginosa,Streptococcus pyogenes,0.2319
Pseudomonas aeruginosa,Neisseria meningitidis,0.1862
Pseudomonas aeruginosa,S. ParatyphiA,0.215
Pseudomonas aeruginosa,S.Typhi,0.215
Pseudomonas aeruginosa,Klebsiella pneumoniae,0.2178
Pseudomonas aeruginosa,E. coli,0.2033
Pseudomonas aeruginosa,Neisseria gonorrhoeae,0.189
Pseudomonas aeruginosa,Staphylococcus aureus,0.243
Pseudomonas aeruginosa,Brucella melitensis,0.2178
Pseudomonas aeruginosa,Brucella abortus,0.2308
Pseudomonas aeruginosa,Moraxella catarrhalis,0.1461
Pseudomonas aeruginosa,Haemophilus influenzae,0.1596
Pseudomonas aeruginosa,Streptococcus pneumoniae,0.25
Pseudomonas aeruginosa,V. cholerae,0.1548
Streptococcus agalactiae,Streptococcus agalactiae,0
Streptococcus agalactiae,Enterobacter agglomerans,0.2436
Streptococcus agalactiae,Enterobacter gergoviae,0.2405
Streptococcus agalactiae,Mycobacterium fortuitum,0.2218
Streptococcus agalactiae,M. abscessus,0.2212
Streptococcus agalactiae,Staphylococcus intermedius,0.1695
Streptococcus agalactiae,Streptococcus constellatus,0.1846
Streptococcus agalactiae,Streptococcus anginosus,0.1774
Streptococcus agalactiae,Streptobacillus moniliformis,0.2632
Streptococcus agalactiae,Spirillum minus,0.2632
Streptococcus agalactiae,Capnocytophaga canimorsus,0.2206
Streptococcus agalactiae,Pasteurella multocida,0.2566
Streptococcus agalactiae,Ureaplasma urealyticum,0.2556
Streptococcus agalactiae,Cutibacterium acnes,0.2284
Streptococcus agalactiae,Listeria monocytogenes,0.1681
Streptococcus agalactiae,Enterococcus faecium,0.1565
Streptococcus agalactiae,Stenotrophomonas maltophilia,0.2603
Streptococcus agalactiae,Enterobacter aerogenes,0.2438
Streptococcus agalactiae,E. cloacae,0.2371
Streptococcus agalactiae,Acinetobacter baumannii,0.2333
Streptococcus agalactiae,Streptococcus hemolyticus,0.1502
Streptococcus agalactiae,Proteus mirabilis,0.2449
Streptococcus agalactiae,Burkholderia pseudomallei,0.2491
Streptococcus agalactiae,C. difficile,0.2061
Streptococcus agalactiae,Staphylococcus epidermidis,0.182
Streptococcus agalactiae,Pseudomonas aeruginosa,0.2493
Streptococcus agalactiae,Morganella morganii,0.2467
Streptococcus agalactiae,Kingella kingae,0.2537
Streptococcus agalactiae,Eikenella corrodens,0.2474
Streptococcus agalactiae,Cardiobacterium hominis,0.2426
Streptococcus agalactiae,Aggregatibacter actinomycetemcomitans,0.2509
Streptococcus agalactiae,Haemophilus parainfluenzae,0.2553
Streptococcus agalactiae,Enterococcus faecalis,0.1602
Streptococcus agalactiae,G Streptococcus,0.1661
Streptococcus agalactiae,Salmonella enterica,0.238
Streptococcus agalactiae,Shigella dysenteriae,0.2527
Streptococcus agalactiae,Staphylococcus lugdunensis,0.1935
Streptococcus agalactiae,Staphylococcus saprophyticus,0.1896
Streptococcus agalactiae,Chlamydophila pneumoniae,0.2763
Streptococcus agalactiae,Mycoplasma pneumoniae,0.2613
Streptococcus agalactiae,Gardnerella vaginalis,0.2385
Streptococcus agalactiae,Campylobacter spp,0.2576
Streptococcus agalactiae,Legionella pneumophila,0.2537
Streptococcus agalactiae,Clostridium septicum,0.2047
Streptococcus agalactiae,Clostridium perfringens,0.204
Streptococcus agalactiae,C. trachomatis,0.2647
Streptococcus agalactiae,Prevotella bivia,0.2568
Streptococcus agalactiae,Streptococcus pyogenes,0.1502
Streptococcus agalactiae,Neisseria meningitidis,0.2491
Streptococcus agalactiae,S. ParatyphiA,0.238
Streptococcus agalactiae,S.Typhi,0.238
Streptococcus agalactiae,Klebsiella pneumoniae,0.2389
Streptococcus agalactiae,E. coli,0.2397
Streptococcus agalactiae,Neisseria gonorrhoeae,0.2479
Streptococcus agalactiae,Staphylococcus aureus,0.1893
Streptococcus agalactiae,Brucella melitensis,0.228
Streptococcus agalactiae,Brucella abortus,0.2277
Streptococcus agalactiae,Moraxella catarrhalis,0.2379
Streptococcus agalactiae,Haemophilus influenzae,0.2532
Streptococcus agalactiae,Streptococcus pneumoniae,0.1623
Streptococcus agalactiae,V. cholerae,0.2451
Morganella morganii,Morganella morganii,0
Morganella morganii,Enterobacter agglomerans,0.214
Morganella morganii,Enterobacter gergoviae,0.2144
Morganella morganii,Mycobacterium fortuitum,0.2377
Morganella morganii,M. abscessus,0.2385
Morganella morganii,Staphylococcus intermedius,0.2634
Morganella morganii,Streptococcus constellatus,0.2487
Morganella morganii,Streptococcus anginosus,0.2433
Morganella morganii,Streptobacillus moniliformis,0.2866
Morganella morganii,Spirillum minus,0.2866
Morganella morganii,Capnocytophaga canimorsus,0.2594
Morganella morganii,Pasteurella multocida,0.162
Morganella morganii,Ureaplasma urealyticum,0.2954
Morganella morganii,Cutibacterium acnes,0.2541
Morganella morganii,Listeria monocytogenes,0.2546
Morganella morganii,Enterococcus faecium,0.2515
Morganella morganii,Stenotrophomonas maltophilia,0.17
Morganella morganii,Enterobacter aerogenes,0.2067
Morganella morganii,E. cloacae,0.2071
Morganella morganii,Acinetobacter baumannii,0.161
Morganella morganii,Streptococcus hemolyticus,0.2462
Morganella morganii,Proteus mirabilis,0.208
Morganella morganii,Burkholderia pseudomallei,0.1879
Morganella morganii,C. difficile,0.2639
Morganella morganii,Staphylococcus epidermidis,0.274
Morganella morganii,Pseudomonas aeruginosa,0.1814
Morganella morganii,Streptococcus agalactiae,0.2467
Morganella morganii,Kingella kingae,0.1861
Morganella morganii,Eikenella corrodens,0.1779
Morganella morganii,Cardiobacterium hominis,0.1845
Morganella morganii,Aggregatibacter actinomycetemcomitans,0.1697
Morganella morganii,Haemophilus parainfluenzae,0.1777
Morganella morganii,Enterococcus faecalis,0.256
Morganella morganii,G Streptococcus,0.2441
Morganella morganii,Salmonella enterica,0.1947
Morganella morganii,Shigella dysenteriae,0.2075
Morganella morganii,Staphylococcus lugdunensis,0.2669
Morganella morganii,Staphylococcus saprophyticus,0.2695
Morganella morganii,Chlamydophila pneumoniae,0.2521
Morganella morganii,Mycoplasma pneumoniae,0.2762
Morganella morganii,Gardnerella vaginalis,0.256
Morganella morganii,Campylobacter spp,0.2342
Morganella morganii,Legionella pneumophila,0.1599
Morganella morganii,Clostridium septicum,0.2669
Morganella morganii,Clostridium perfringens,0.2637
Morganella morganii,C. trachomatis,0.282
Morganella morganii,Prevotella bivia,0.2553
Morganella morganii,Streptococcus pyogenes,0.2462
Morganella morganii,Neisseria meningitidis,0.1879
Morganella morganii,S. ParatyphiA,0.1947
Morganella morganii,S.Typhi,0.1947
Morganella morganii,Klebsiella pneumoniae,0.2081
Morganella morganii,E. coli,0.2112
Morganella morganii,Neisseria gonorrhoeae,0.1919
Morganella morganii,Staphylococcus aureus,0.2709
Morganella morganii,Brucella melitensis,0.2171
Morganella morganii,Brucella abortus,0.2171
Morganella morganii,Moraxella catarrhalis,0.1705
Morganella morganii,Haemophilus influenzae,0.1607
Morganella morganii,Streptococcus pneumoniae,0.2641
Morganella morganii,V. cholerae,0.1854
Kingella kingae,Kingella kingae,0
Kingella kingae,Enterobacter agglomerans,0.1899
Kingella kingae,Enterobacter gergoviae,0.1873
Kingella kingae,Mycobacterium fortuitum,0.2195
Kingella kingae,M. abscessus,0.2136
Kingella kingae,Staphylococcus intermedius,0.2394
Kingella kingae,Streptococcus constellatus,0.2403
Kingella kingae,Streptococcus anginosus,0.2418
Kingella kingae,Streptobacillus moniliformis,0.2611
Kingella kingae,Spirillum minus,0.2611
Kingella kingae,Capnocytophaga canimorsus,0.2755
Kingella kingae,Pasteurella multocida,0.1807
Kingella kingae,Ureaplasma urealyticum,0.2901
Kingella kingae,Cutibacterium acnes,0.2391
Kingella kingae,Listeria monocytogenes,0.2562
Kingella kingae,Enterococcus faecium,0.2511
Kingella kingae,Stenotrophomonas maltophilia,0.1723
Kingella kingae,Enterobacter aerogenes,0.1875
Kingella kingae,E. cloacae,0.1848
Kingella kingae,Acinetobacter baumannii,0.1865
Kingella kingae,Streptococcus hemolyticus,0.2523
Kingella kingae,Proteus mirabilis,0.1864
Kingella kingae,Burkholderia pseudomallei,0.1634
Kingella kingae,C. difficile,0.2516
Kingella kingae,Staphylococcus epidermidis,0.2392
Kingella kingae,Pseudomonas aeruginosa,0.1782
Kingella kingae,Streptococcus agalactiae,0.2537
Kingella kingae,Morganella morganii,0.1861
Kingella kingae,Eikenella corrodens,0.2028
Kingella kingae,Cardiobacterium hominis,0.1618
Kingella kingae,Aggregatibacter actinomycetemcomitans,0.1795
Kingella kingae,Haemophilus parainfluenzae,0.1707
Kingella kingae,Enterococcus faecalis,0.2545
Kingella kingae,G Streptococcus,0.2532
Kingella kingae,Salmonella enterica,0.185
Kingella kingae,Shigella dysenteriae,0.2127
Kingella kingae,Staphylococcus lugdunensis,0.241
Kingella kingae,Staphylococcus saprophyticus,0.2355
Kingella kingae,Chlamydophila pneumoniae,0.2931
Kingella kingae,Mycoplasma pneumoniae,0.3034
Kingella kingae,Gardnerella vaginalis,0.2471
Kingella kingae,Campylobacter spp,0.2594
Kingella kingae,Legionella pneumophila,0.1811
Kingella kingae,Clostridium septicum,0.2596
Kingella kingae,Clostridium perfringens,0.2541
Kingella kingae,C. trachomatis,0.2923
Kingella kingae,Prevotella bivia,0.2886
Kingella kingae,Streptococcus pyogenes,0.2523
Kingella kingae,Neisseria meningitidis,0.1864
Kingella kingae,S. ParatyphiA,0.185
Kingella kingae,S.Typhi,0.185
Kingella kingae,Klebsiella pneumoniae,0.198
Kingella kingae,E. coli,0.2135
Kingella kingae,Neisseria gonorrhoeae,0.1979
Kingella kingae,Staphylococcus aureus,0.2409
Kingella kingae,Brucella melitensis,0.1983
Kingella kingae,Brucella abortus,0.1982
Kingella kingae,Moraxella catarrhalis,0.2092
Kingella kingae,Haemophilus influenzae,0.1559
Kingella kingae,Streptococcus pneumoniae,0.2403
Kingella kingae,V. cholerae,0.1732
Eikenella corrodens,Eikenella corrodens,0
Eikenella corrodens,Enterobacter agglomerans,0.187
Eikenella corrodens,Enterobacter gergoviae,0.2193
Eikenella corrodens,Mycobacterium fortuitum,0.2455
Eikenella corrodens,M. abscessus,0.2325
Eikenella corrodens,Staphylococcus intermedius,0.2332
Eikenella corrodens,Streptococcus constellatus,0.2546
Eikenella corrodens,Streptococcus anginosus,0.2539
Eikenella corrodens,Streptobacillus moniliformis,0.2568
Eikenella corrodens,Spirillum minus,0.2568
Eikenella corrodens,Capnocytophaga canimorsus,0.28
Eikenella corrodens,Pasteurella multocida,0.1664
Eikenella corrodens,Ureaplasma urealyticum,0.2858
Eikenella corrodens,Cutibacterium acnes,0.2522
Eikenella corrodens,Listeria monocytogenes,0.2349
Eikenella corrodens,Enterococcus faecium,0.2539
Eikenella corrodens,Stenotrophomonas maltophilia,0.2164
Eikenella corrodens,Enterobacter aerogenes,0.1941
Eikenella corrodens,E. cloacae,0.1868
Eikenella corrodens,Acinetobacter baumannii,0.1813
Eikenella corrodens,Streptococcus hemolyticus,0.2475
Eikenella corrodens,Proteus mirabilis,0.1736
Eikenella corrodens,Burkholderia pseudomallei,0.1693
Eikenella corrodens,C. difficile,0.2469
Eikenella corrodens,Staphylococcus epidermidis,0.2367
Eikenella corrodens,Pseudomonas aeruginosa,0.2058
Eikenella corrodens,Streptococcus agalactiae,0.2474
Eikenella corrodens,Morganella morganii,0.1779
Eikenella corrodens,Kingella kingae,0.2028
Eikenella corrodens,Cardiobacterium hominis,0.1861
Eikenella corrodens,Aggregatibacter actinomycetemcomitans,0.1717
Eikenella corrodens,Haemophilus parainfluenzae,0.1576
Eikenella corrodens,Enterococcus faecalis,0.2522
